,race,sex,age_cat,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,sensitive
6402,Caucasian,Male,2,0,0,0,0,0,1,CM
6403,Caucasian,Male,2,0,0,0,0,1,0,CM
6404,African-American,Male,1,0,0,0,0,1,1,AM
6405,African-American,Male,1,0,0,0,0,1,0,AM
6406,African-American,Female,1,0,1,0,0,0,1,AF
6407,Caucasian,Male,0,0,0,0,0,1,1,CM
6408,African-American,Male,1,0,0,0,1,0,0,AM
6409,African-American,Male,0,0,0,0,0,1,1,AM
6410,African-American,Male,1,0,0,0,0,0,0,AM
6411,Caucasian,Male,2,0,0,0,0,0,0,CM
6412,African-American,Male,1,0,0,0,0,1,1,AM
6413,African-American,Female,0,0,0,0,0,1,1,AF
6414,African-American,Male,2,0,0,0,1,1,0,AM
6415,African-American,Male,2,0,0,0,0,0,0,AM
6416,African-American,Male,1,0,0,0,0,1,1,AM
6417,Caucasian,Male,2,0,0,0,2,0,0,CM
6418,Caucasian,Male,2,0,0,0,2,0,1,CM
6419,Hispanic,Male,0,0,0,0,0,1,0,HM
6420,Minority,Male,2,0,0,0,0,0,1,MM
6421,African-American,Male,1,0,0,0,0,1,1,AM
6422,African-American,Male,1,0,1,0,0,0,0,AM
6423,Caucasian,Male,1,0,0,0,0,1,1,CM
6424,Caucasian,Male,1,0,0,0,0,0,0,CM
6425,African-American,Male,1,0,0,0,0,0,0,AM
6426,African-American,Male,1,0,0,0,0,1,0,AM
6427,Hispanic,Female,2,0,0,0,0,1,1,HF
6428,African-American,Male,1,1,1,0,0,1,1,AM
6429,Minority,Male,2,0,0,0,0,1,0,MM
6430,Caucasian,Male,2,0,0,0,0,1,0,CM
6431,Hispanic,Male,0,0,0,0,0,1,1,HM
6432,African-American,Male,1,0,0,1,0,1,0,AM
6433,African-American,Female,1,0,0,0,0,1,1,AF
6434,African-American,Male,1,0,0,0,0,1,1,AM
6435,African-American,Female,1,0,0,0,0,1,1,AF
6436,African-American,Male,1,0,0,0,0,1,1,AM
6437,Caucasian,Male,2,0,0,0,0,1,1,CM
6438,African-American,Male,1,0,0,0,0,0,0,AM
6439,Caucasian,Male,1,0,0,0,0,0,1,CM
6440,African-American,Male,2,0,0,0,1,1,0,AM
6441,Hispanic,Male,2,0,0,0,0,0,0,HM
6442,African-American,Male,1,0,1,0,0,1,1,AM
6443,Caucasian,Male,1,0,0,0,0,1,0,CM
6444,Caucasian,Male,2,0,0,0,0,1,0,CM
6445,Hispanic,Male,1,0,0,0,0,0,1,HM
6446,Caucasian,Male,1,0,0,0,0,0,1,CM
6447,Caucasian,Male,2,0,0,0,0,1,0,CM
6448,African-American,Male,1,0,0,1,0,0,0,AM
6449,African-American,Female,2,0,0,0,0,1,0,AF
6450,Caucasian,Male,0,0,0,0,0,1,0,CM
6451,African-American,Male,2,0,0,0,0,1,0,AM
6452,Caucasian,Female,1,0,0,0,0,0,0,CF
6453,Hispanic,Female,2,0,0,0,0,1,0,HF
6454,African-American,Male,1,1,0,0,0,1,1,AM
6455,Caucasian,Male,2,0,0,0,0,1,1,CM
6456,African-American,Male,2,0,0,0,0,0,0,AM
6457,Caucasian,Male,1,0,0,0,0,1,1,CM
6458,African-American,Female,2,0,0,0,0,1,1,AF
6459,African-American,Male,2,0,0,0,0,0,1,AM
6460,African-American,Male,0,0,1,1,0,1,1,AM
6461,Caucasian,Male,2,0,0,0,1,1,1,CM
6462,African-American,Male,2,0,0,0,0,1,1,AM
6463,Caucasian,Male,2,0,0,0,0,1,0,CM
6464,African-American,Male,1,0,0,0,1,1,0,AM
6465,African-American,Male,0,0,1,1,0,1,1,AM
6466,Hispanic,Male,1,0,0,0,0,1,0,HM
6467,Caucasian,Male,1,0,0,0,0,1,0,CM
6468,Hispanic,Male,1,0,0,0,1,1,0,HM
6469,African-American,Male,1,0,0,0,0,0,1,AM
6470,African-American,Male,1,1,0,0,0,0,1,AM
6471,African-American,Male,1,0,0,0,0,1,0,AM
6472,African-American,Male,1,0,0,0,0,0,0,AM
6473,African-American,Male,2,0,0,0,1,0,0,AM
6474,Caucasian,Male,1,0,0,0,0,1,0,CM
6475,African-American,Male,2,0,0,0,0,0,1,AM
6476,African-American,Male,1,0,1,0,0,1,1,AM
6477,Caucasian,Male,0,0,0,1,0,1,1,CM
6478,African-American,Male,2,0,0,0,0,0,1,AM
6479,Caucasian,Female,2,0,0,0,0,0,0,CF
6480,Caucasian,Female,2,0,0,0,2,1,1,CF
6481,African-American,Male,1,0,0,0,0,1,1,AM
6482,African-American,Female,0,0,0,0,0,1,0,AF
6483,Hispanic,Male,1,0,0,0,0,1,0,HM
6484,African-American,Male,1,0,0,0,0,1,0,AM
6485,African-American,Male,1,0,0,0,0,1,0,AM
6486,African-American,Male,1,0,0,0,0,0,0,AM
6487,African-American,Male,1,0,0,0,0,1,0,AM
6488,African-American,Male,1,0,0,0,0,1,1,AM
6489,Caucasian,Female,1,0,0,0,0,1,1,CF
6490,African-American,Male,2,0,0,0,2,1,1,AM
6491,African-American,Male,1,0,0,0,0,0,0,AM
6492,Hispanic,Male,1,0,0,0,0,1,0,HM
6493,African-American,Female,1,0,0,0,0,0,1,AF
6494,Hispanic,Male,1,0,0,0,0,0,1,HM
6495,African-American,Male,1,0,0,1,0,1,1,AM
6496,Caucasian,Male,0,0,0,1,0,0,1,CM
6497,Caucasian,Male,1,0,0,0,0,0,0,CM
6498,African-American,Male,2,0,0,0,0,1,1,AM
6499,African-American,Male,0,0,0,0,0,1,1,AM
6500,African-American,Male,1,0,1,0,1,1,1,AM
6501,African-American,Male,0,0,0,0,0,1,1,AM
6502,Hispanic,Male,1,0,0,0,0,1,0,HM
6503,Caucasian,Male,0,0,1,0,0,0,1,CM
6504,Hispanic,Male,1,0,0,0,0,0,0,HM
6505,African-American,Male,1,0,0,0,0,0,0,AM
6506,Caucasian,Male,1,0,0,0,0,0,0,CM
6507,African-American,Male,1,0,0,0,0,0,0,AM
6508,Caucasian,Female,2,0,0,0,0,0,1,CF
6509,African-American,Male,1,0,0,0,0,0,0,AM
6510,African-American,Female,1,0,1,0,0,1,0,AF
6511,African-American,Male,1,1,0,0,0,1,1,AM
6512,Caucasian,Male,1,0,0,0,0,1,1,CM
6513,Caucasian,Male,1,0,0,0,1,0,1,CM
6514,African-American,Male,2,0,0,0,0,0,0,AM
6515,African-American,Male,1,1,0,0,1,1,1,AM
6516,African-American,Male,1,0,0,0,0,1,1,AM
6517,African-American,Male,0,0,1,1,1,1,1,AM
6518,African-American,Male,2,0,0,0,0,1,1,AM
6519,Caucasian,Male,2,0,0,0,0,0,0,CM
6520,African-American,Female,1,0,0,0,1,1,1,AF
6521,Hispanic,Male,1,0,0,0,0,1,1,HM
6522,Hispanic,Male,2,0,0,0,0,1,0,HM
6523,Caucasian,Male,1,0,0,0,0,1,1,CM
6524,Caucasian,Male,0,0,0,0,0,1,1,CM
6525,African-American,Male,1,0,0,0,0,1,0,AM
6526,Hispanic,Male,2,0,0,0,0,1,0,HM
6527,Caucasian,Male,1,0,0,0,0,1,0,CM
6528,Caucasian,Male,1,0,0,0,0,1,0,CM
6529,African-American,Male,0,0,0,1,0,1,1,AM
6530,African-American,Male,1,0,0,0,0,1,0,AM
6531,African-American,Male,2,0,0,0,0,1,1,AM
6532,African-American,Female,0,0,0,0,0,0,0,AF
6533,African-American,Female,1,0,0,0,0,0,0,AF
6534,African-American,Female,0,0,1,0,0,1,0,AF
6535,Caucasian,Male,0,0,0,0,0,1,0,CM
6536,African-American,Male,2,0,0,0,1,0,1,AM
6537,African-American,Female,1,0,0,0,0,1,1,AF
6538,Caucasian,Male,2,0,0,0,0,1,1,CM
6539,African-American,Male,1,1,1,0,1,1,1,AM
6540,Caucasian,Female,2,0,0,0,0,1,0,CF
6541,African-American,Male,0,0,0,0,0,0,0,AM
6542,African-American,Male,0,0,0,1,0,1,1,AM
6543,African-American,Male,1,0,0,0,0,0,1,AM
6544,Caucasian,Female,1,0,0,0,0,0,0,CF
6545,African-American,Female,1,0,0,0,0,1,1,AF
6546,African-American,Male,0,0,0,0,0,1,1,AM
6547,African-American,Male,0,0,0,0,0,1,1,AM
6548,African-American,Male,0,0,0,0,0,1,0,AM
6549,Caucasian,Male,1,0,0,0,0,1,0,CM
6550,African-American,Female,0,0,0,0,0,0,1,AF
6551,African-American,Female,1,0,0,0,0,1,0,AF
6552,African-American,Male,0,1,0,0,0,1,1,AM
6553,Caucasian,Male,0,0,0,0,0,0,0,CM
6554,Caucasian,Female,1,0,0,0,0,1,1,CF
6555,African-American,Male,0,0,0,0,0,0,0,AM
6556,African-American,Male,1,0,0,0,0,0,0,AM
6557,Caucasian,Male,0,0,0,0,0,0,1,CM
6558,African-American,Male,0,0,0,0,0,1,0,AM
6559,Caucasian,Male,1,0,0,0,0,1,1,CM
6560,African-American,Male,1,0,0,0,0,1,1,AM
6561,African-American,Male,0,0,0,0,0,1,1,AM
6562,African-American,Male,2,0,0,0,0,0,1,AM
6563,African-American,Female,0,0,0,0,0,1,1,AF
6564,African-American,Male,2,0,0,0,1,1,1,AM
6565,African-American,Male,1,1,0,0,0,1,1,AM
6566,Minority,Male,0,0,0,0,0,1,1,MM
6567,African-American,Female,0,0,0,0,0,1,0,AF
6568,African-American,Male,0,0,1,0,0,1,1,AM
6569,Caucasian,Male,1,0,0,0,0,1,0,CM
6570,Caucasian,Male,0,0,0,0,0,1,0,CM
6571,African-American,Male,1,0,1,0,0,0,1,AM
6572,African-American,Male,0,0,0,0,0,1,1,AM
6573,African-American,Female,2,0,0,0,0,1,0,AF
6574,African-American,Male,2,0,0,0,0,0,0,AM
6575,Caucasian,Male,2,0,0,0,0,1,0,CM
6576,Caucasian,Female,1,0,0,0,0,1,1,CF
6577,African-American,Female,1,0,0,0,0,1,1,AF
6578,African-American,Female,2,0,0,0,0,1,0,AF
6579,African-American,Male,1,0,0,0,0,0,1,AM
6580,African-American,Male,2,0,0,0,0,0,1,AM
6581,African-American,Male,2,0,0,0,2,0,1,AM
6582,African-American,Female,2,0,0,0,0,0,1,AF
6583,African-American,Male,1,0,0,0,0,1,1,AM
6584,Caucasian,Female,2,0,0,0,0,1,0,CF
6585,Caucasian,Male,1,0,0,0,0,0,1,CM
6586,African-American,Male,0,0,0,0,0,0,1,AM
6587,Caucasian,Male,0,0,0,0,0,1,1,CM
6588,Caucasian,Male,2,0,0,0,0,1,0,CM
6589,Caucasian,Male,1,0,1,0,0,1,1,CM
6590,Minority,Female,1,0,0,0,0,1,0,MF
6591,Caucasian,Male,1,0,0,0,0,1,1,CM
6592,African-American,Female,1,0,0,0,0,1,0,AF
6593,African-American,Male,2,0,0,0,0,1,0,AM
6594,African-American,Male,1,0,0,0,0,1,0,AM
6595,Minority,Male,1,0,1,0,0,0,0,MM
6596,African-American,Male,1,0,1,0,0,1,0,AM
6597,African-American,Male,2,0,0,0,1,0,0,AM
6598,African-American,Female,1,0,0,0,0,1,0,AF
6599,African-American,Male,1,0,0,0,0,1,0,AM
6600,Caucasian,Female,1,0,0,0,0,1,1,CF
6601,African-American,Male,2,0,0,0,0,0,0,AM
6602,Caucasian,Male,1,0,0,0,0,0,0,CM
6603,African-American,Male,2,0,0,0,0,1,0,AM
6604,Caucasian,Male,0,0,0,1,0,1,0,CM
6605,Caucasian,Female,1,0,0,0,0,1,0,CF
6606,Hispanic,Female,1,0,0,0,0,0,0,HF
6607,Caucasian,Male,1,0,0,0,0,1,1,CM
6608,African-American,Male,1,0,0,0,0,0,0,AM
6609,African-American,Male,0,0,0,0,0,1,0,AM
6610,African-American,Male,1,0,1,1,0,0,0,AM
6611,Hispanic,Male,1,0,0,0,0,1,1,HM
6612,Hispanic,Female,1,0,0,0,0,1,1,HF
6613,African-American,Male,0,0,0,1,0,0,1,AM
6614,Caucasian,Male,1,0,0,0,0,0,0,CM
6615,Caucasian,Male,2,0,0,0,0,1,0,CM
6616,Caucasian,Female,1,0,0,0,0,1,1,CF
6617,Caucasian,Male,2,0,0,0,0,1,1,CM
6618,African-American,Female,1,0,0,0,0,1,0,AF
6619,African-American,Male,1,1,0,0,0,1,1,AM
6620,African-American,Male,2,0,0,0,0,1,1,AM
6621,Caucasian,Male,0,0,0,0,0,0,0,CM
6622,African-American,Male,1,0,0,0,0,1,0,AM
6623,Minority,Female,0,0,0,0,0,1,0,MF
6624,African-American,Male,1,0,0,0,0,1,1,AM
6625,Caucasian,Male,1,0,0,0,0,0,0,CM
6626,African-American,Female,1,0,0,0,0,1,0,AF
6627,African-American,Female,1,0,0,0,0,1,1,AF
6628,African-American,Male,1,0,0,0,0,1,0,AM
6629,African-American,Male,1,0,0,0,0,0,1,AM
6630,African-American,Male,1,0,0,0,0,1,0,AM
6631,Hispanic,Male,2,0,0,0,0,0,0,HM
6632,African-American,Male,0,0,0,0,0,1,1,AM
6633,Minority,Female,1,0,0,0,0,0,1,MF
6634,African-American,Male,1,0,0,0,0,1,1,AM
6635,Caucasian,Male,2,0,0,0,1,0,1,CM
6636,Caucasian,Female,1,0,0,0,0,0,0,CF
6637,Hispanic,Male,2,0,0,0,0,1,1,HM
6638,Caucasian,Female,0,0,0,0,0,0,1,CF
6639,Caucasian,Male,2,0,0,0,0,0,0,CM
6640,African-American,Male,1,0,0,0,0,1,1,AM
6641,African-American,Female,2,0,0,0,0,1,0,AF
6642,African-American,Male,0,0,0,0,0,1,0,AM
6643,Caucasian,Male,1,0,0,0,0,0,1,CM
6644,Caucasian,Male,1,0,0,0,0,0,0,CM
6645,Hispanic,Male,1,0,0,0,0,0,1,HM
6646,African-American,Male,1,0,0,0,0,1,1,AM
6647,African-American,Male,1,0,0,0,0,1,0,AM
6648,Hispanic,Male,1,0,0,0,0,0,0,HM
6649,African-American,Female,1,0,0,0,0,1,1,AF
6650,African-American,Male,1,0,0,0,0,1,1,AM
6651,African-American,Male,1,0,0,0,0,1,0,AM
6652,African-American,Male,1,0,0,0,1,0,0,AM
6653,Hispanic,Female,1,0,0,0,0,0,0,HF
6654,African-American,Male,1,0,0,0,1,0,1,AM
6655,African-American,Male,1,0,0,0,0,0,1,AM
6656,Hispanic,Female,2,0,0,0,0,1,0,HF
6657,African-American,Female,1,0,1,0,0,1,1,AF
6658,African-American,Male,0,0,0,1,0,1,1,AM
6659,Caucasian,Male,2,0,0,0,0,1,0,CM
6660,Caucasian,Female,1,0,0,0,0,1,0,CF
6661,African-American,Male,0,0,0,0,0,0,0,AM
6662,African-American,Male,1,0,0,0,0,1,1,AM
6663,Caucasian,Female,2,0,0,0,0,1,0,CF
6664,African-American,Male,0,0,0,0,0,1,1,AM
6665,Caucasian,Male,2,0,0,0,0,0,0,CM
6666,Caucasian,Male,1,0,0,0,0,0,1,CM
6667,African-American,Male,1,0,0,0,0,1,1,AM
6668,African-American,Male,1,0,0,1,0,0,1,AM
6669,Caucasian,Male,1,0,0,0,0,1,1,CM
6670,African-American,Male,1,0,0,1,1,1,1,AM
6671,Caucasian,Male,2,0,0,0,0,1,0,CM
6672,African-American,Male,2,0,0,0,0,0,0,AM
6673,Caucasian,Female,1,0,0,0,0,0,0,CF
6674,African-American,Male,1,0,0,0,0,1,0,AM
6675,African-American,Male,1,0,0,0,0,0,0,AM
6676,African-American,Male,1,0,0,0,0,0,0,AM
6677,African-American,Male,1,0,0,0,0,0,0,AM
6678,Caucasian,Male,1,0,0,0,0,0,1,CM
6679,African-American,Male,1,1,0,0,0,1,1,AM
6680,African-American,Male,0,0,0,0,0,0,0,AM
6681,African-American,Male,0,1,0,0,0,1,1,AM
6682,Minority,Male,1,0,0,0,0,0,0,MM
6683,Caucasian,Male,1,0,0,0,0,1,0,CM
6684,African-American,Female,2,0,0,0,2,1,1,AF
6685,Minority,Male,1,0,0,0,0,1,0,MM
6686,Hispanic,Male,1,0,0,0,0,1,1,HM
6687,African-American,Female,1,0,0,0,0,0,1,AF
6688,Hispanic,Male,1,1,0,0,0,0,1,HM
6689,African-American,Male,1,0,0,0,0,1,0,AM
6690,Caucasian,Male,1,0,0,0,0,0,0,CM
6691,Caucasian,Male,1,0,0,0,0,1,0,CM
6692,African-American,Male,1,0,0,0,0,0,0,AM
6693,African-American,Female,0,0,0,0,0,0,0,AF
6694,African-American,Male,2,0,0,0,0,1,0,AM
6695,African-American,Male,0,1,1,1,0,1,0,AM
6696,African-American,Female,1,0,0,0,0,0,0,AF
6697,African-American,Male,1,0,0,0,0,1,1,AM
6698,African-American,Male,0,0,0,0,0,0,1,AM
6699,Caucasian,Female,0,0,0,0,0,1,1,CF
6700,African-American,Male,0,0,0,0,0,1,0,AM
6701,African-American,Male,1,0,0,0,0,0,0,AM
6702,African-American,Male,1,0,0,0,0,1,0,AM
6703,Minority,Male,1,0,0,0,0,1,0,MM
6704,African-American,Male,1,0,0,1,0,1,1,AM
6705,Caucasian,Male,2,0,0,0,0,1,0,CM
6706,African-American,Male,1,0,0,0,0,1,0,AM
6707,Caucasian,Male,2,0,0,0,0,0,0,CM
6708,African-American,Male,1,0,0,0,0,0,1,AM
6709,African-American,Male,0,0,0,1,0,1,0,AM
6710,African-American,Male,1,0,0,0,0,1,1,AM
6711,African-American,Male,0,0,0,0,0,1,0,AM
6712,Caucasian,Male,0,0,0,0,0,1,1,CM
6713,African-American,Male,1,0,0,0,0,1,0,AM
6714,African-American,Male,1,0,0,1,0,1,1,AM
6715,Caucasian,Male,1,0,0,0,0,0,0,CM
6716,Hispanic,Female,1,0,0,0,0,0,0,HF
6717,Minority,Male,2,0,0,0,0,0,1,MM
6718,African-American,Male,1,0,0,0,0,1,0,AM
6719,Caucasian,Male,1,0,0,0,0,1,0,CM
6720,African-American,Male,0,0,0,0,0,0,0,AM
6721,Minority,Male,1,0,0,0,0,1,0,MM
6722,African-American,Male,1,1,1,0,1,1,0,AM
6723,Caucasian,Male,1,0,0,0,0,1,0,CM
6724,Minority,Female,1,0,0,0,0,1,0,MF
6725,Caucasian,Male,2,0,0,0,0,1,1,CM
6726,Caucasian,Male,2,0,0,0,0,0,0,CM
6727,Caucasian,Male,2,0,0,0,1,1,1,CM
6728,African-American,Male,1,0,0,0,0,1,0,AM
6729,Minority,Male,1,0,0,0,0,0,0,MM
6730,African-American,Female,1,0,0,0,0,1,0,AF
6731,Caucasian,Male,1,0,0,0,0,1,0,CM
6732,Hispanic,Female,1,0,0,0,0,0,1,HF
6733,Hispanic,Male,1,0,0,0,0,0,0,HM
6734,African-American,Male,0,0,0,0,0,0,0,AM
6735,African-American,Male,1,0,0,0,0,1,0,AM
6736,African-American,Male,1,0,0,0,0,0,1,AM
6737,African-American,Male,1,0,0,0,0,1,1,AM
6738,African-American,Male,1,0,1,0,1,1,0,AM
6739,African-American,Female,1,0,0,0,0,0,0,AF
6740,African-American,Male,1,0,0,0,0,1,1,AM
6741,Caucasian,Female,2,0,0,0,0,0,0,CF
6742,African-American,Male,1,0,0,0,0,1,1,AM
6743,Minority,Male,1,0,0,0,0,0,0,MM
6744,Caucasian,Male,1,0,0,0,0,1,1,CM
6745,African-American,Male,1,0,0,1,0,1,1,AM
6746,African-American,Male,0,0,0,0,0,1,0,AM
6747,Caucasian,Male,0,0,0,0,0,1,0,CM
6748,African-American,Male,2,0,0,0,0,1,0,AM
6749,African-American,Male,1,0,0,0,0,1,0,AM
6750,African-American,Male,1,0,0,0,0,0,1,AM
6751,African-American,Male,1,0,0,0,0,0,0,AM
6752,Caucasian,Male,2,0,0,0,0,0,0,CM
6753,African-American,Male,0,0,0,0,0,1,1,AM
6754,African-American,Male,2,0,0,0,1,0,0,AM
6755,Hispanic,Male,0,0,0,0,0,1,1,HM
6756,African-American,Male,0,0,0,0,0,1,1,AM
6757,Caucasian,Male,2,0,0,0,0,1,1,CM
6758,African-American,Male,1,1,0,0,0,1,0,AM
6759,African-American,Male,2,0,0,0,0,1,1,AM
6760,African-American,Female,1,0,0,0,0,0,1,AF
6761,African-American,Male,1,1,0,1,0,1,0,AM
6762,Caucasian,Female,1,0,0,0,0,1,1,CF
6763,African-American,Male,1,0,0,0,0,1,1,AM
6764,Minority,Male,2,0,0,0,0,0,0,MM
6765,African-American,Male,2,0,0,0,0,0,0,AM
6766,African-American,Male,1,0,0,0,0,1,1,AM
6767,Hispanic,Male,1,1,1,0,0,0,1,HM
6768,African-American,Female,0,0,0,0,0,0,1,AF
6769,African-American,Male,1,0,0,0,1,1,1,AM
6770,Caucasian,Male,0,0,0,0,0,0,0,CM
6771,African-American,Male,1,0,0,0,0,1,0,AM
6772,Minority,Male,2,0,0,0,0,0,0,MM
6773,Caucasian,Male,2,0,0,0,0,0,0,CM
6774,Hispanic,Male,1,0,0,0,0,0,0,HM
6775,Minority,Male,1,0,0,0,0,1,0,MM
6776,African-American,Male,0,0,0,0,0,1,1,AM
6777,Minority,Female,2,0,0,0,0,1,0,MF
6778,African-American,Male,1,1,0,0,0,0,1,AM
6779,Hispanic,Male,1,0,0,0,0,0,0,HM
6780,Caucasian,Female,1,0,0,1,0,1,1,CF
6781,African-American,Male,0,0,0,0,0,0,1,AM
6782,Minority,Female,1,0,0,0,0,1,0,MF
6783,African-American,Male,1,0,0,0,0,1,0,AM
6784,African-American,Male,2,0,0,0,0,1,0,AM
6785,African-American,Male,1,0,0,0,0,0,1,AM
6786,African-American,Male,0,0,0,0,0,0,0,AM
6787,African-American,Male,1,0,0,0,0,1,1,AM
6788,African-American,Female,1,0,0,0,0,0,1,AF
6789,African-American,Female,0,0,0,0,0,0,0,AF
6790,Minority,Male,1,0,0,0,0,1,0,MM
6791,Hispanic,Male,1,0,0,0,0,1,1,HM
6792,Caucasian,Male,1,0,0,0,0,1,0,CM
6793,African-American,Male,1,0,0,0,0,0,0,AM
6794,Caucasian,Male,1,0,0,0,0,1,0,CM
6795,Caucasian,Female,1,0,0,0,0,1,0,CF
6796,African-American,Male,0,1,0,0,0,1,1,AM
6797,Minority,Male,0,0,0,0,0,1,1,MM
6798,African-American,Male,1,0,0,0,0,1,1,AM
6799,Hispanic,Male,1,0,0,0,0,1,0,HM
6800,Caucasian,Female,1,0,0,0,0,1,0,CF
6801,Hispanic,Male,2,0,0,0,0,1,0,HM
6802,Caucasian,Male,1,0,0,0,0,0,1,CM
6803,African-American,Male,0,0,0,0,0,0,1,AM
6804,Caucasian,Female,2,0,0,0,0,0,0,CF
6805,Caucasian,Male,1,0,0,0,0,1,0,CM
6806,Caucasian,Male,0,0,0,1,0,0,1,CM
6807,African-American,Male,1,0,0,0,0,0,1,AM
6808,Minority,Female,1,0,0,0,0,0,0,MF
6809,African-American,Female,0,0,0,0,0,1,1,AF
6810,African-American,Male,1,0,0,0,0,1,1,AM
6811,Caucasian,Male,0,0,0,0,0,0,0,CM
6812,African-American,Female,1,0,0,0,0,1,1,AF
6813,African-American,Male,1,0,1,0,0,0,1,AM
6814,Caucasian,Male,1,0,0,0,0,0,0,CM
6815,Caucasian,Male,1,0,0,0,0,1,1,CM
6816,African-American,Female,1,1,0,0,1,1,1,AF
6817,African-American,Male,1,0,0,0,0,0,0,AM
6818,Caucasian,Male,1,0,0,0,0,1,0,CM
6819,Caucasian,Male,0,0,0,1,0,0,0,CM
6820,Caucasian,Female,2,0,0,0,0,0,0,CF
6821,Caucasian,Male,2,0,0,0,0,0,0,CM
6822,Caucasian,Female,1,0,0,0,0,1,1,CF
6823,Hispanic,Male,1,0,0,0,0,0,0,HM
6824,African-American,Male,1,0,0,0,0,1,0,AM
6825,African-American,Male,2,0,0,0,2,1,1,AM
6826,Hispanic,Male,1,0,0,0,0,0,0,HM
6827,Caucasian,Female,2,0,0,0,1,1,0,CF
6828,African-American,Male,2,0,0,0,1,0,0,AM
6829,Caucasian,Male,2,0,0,0,0,1,0,CM
6830,African-American,Male,2,0,0,0,0,0,0,AM
6831,African-American,Male,1,0,0,0,0,1,0,AM
6832,African-American,Male,0,0,0,0,0,0,0,AM
6833,Caucasian,Male,2,0,0,0,0,1,0,CM
6834,Hispanic,Male,1,0,0,0,0,0,1,HM
6835,Caucasian,Male,1,0,0,0,0,1,1,CM
6836,Caucasian,Male,1,0,0,1,0,1,1,CM
6837,Caucasian,Male,1,0,0,0,0,1,1,CM
6838,African-American,Male,2,0,0,0,0,1,0,AM
6839,African-American,Female,1,0,0,0,0,0,1,AF
6840,Caucasian,Male,2,0,0,0,0,1,0,CM
6841,Caucasian,Male,2,0,0,0,0,1,0,CM
6842,Caucasian,Male,2,0,0,0,0,0,0,CM
6843,Minority,Male,1,0,0,0,0,0,1,MM
6844,Hispanic,Male,1,0,0,0,1,1,1,HM
6845,Caucasian,Male,1,0,0,0,0,0,0,CM
6846,African-American,Male,2,0,0,0,0,1,0,AM
6847,Caucasian,Male,2,0,0,0,0,0,0,CM
6848,African-American,Female,0,0,0,0,0,1,0,AF
6849,Caucasian,Male,1,0,0,1,0,0,1,CM
6850,African-American,Male,0,0,0,0,0,1,0,AM
6851,Caucasian,Male,1,0,0,0,0,1,0,CM
6852,Hispanic,Female,2,0,0,0,0,0,0,HF
6853,African-American,Male,1,1,0,0,0,1,0,AM
6854,Hispanic,Male,1,0,0,0,0,0,1,HM
6855,African-American,Male,0,0,0,0,0,1,0,AM
6856,Caucasian,Male,2,0,0,0,0,1,0,CM
6857,African-American,Male,2,0,0,0,1,0,1,AM
6858,African-American,Female,2,0,0,0,0,0,0,AF
6859,Caucasian,Male,1,0,0,0,0,0,1,CM
6860,African-American,Female,1,0,0,0,0,1,1,AF
6861,African-American,Female,1,0,0,0,0,1,0,AF
6862,African-American,Male,1,0,0,0,1,1,1,AM
6863,Hispanic,Female,1,0,0,0,0,1,0,HF
6864,African-American,Male,1,1,1,0,0,1,1,AM
6865,African-American,Male,1,0,0,0,0,1,1,AM
6866,Minority,Male,1,0,0,0,0,0,0,MM
6867,Caucasian,Female,1,0,0,0,0,1,0,CF
6868,African-American,Male,0,0,1,1,0,0,1,AM
6869,Caucasian,Male,2,0,0,0,0,0,0,CM
6870,Caucasian,Male,2,0,0,0,0,0,0,CM
6871,Minority,Female,1,0,0,0,0,1,1,MF
6872,African-American,Male,1,0,0,0,0,0,0,AM
6873,African-American,Male,2,0,0,0,2,1,1,AM
6874,Caucasian,Male,1,0,0,0,0,1,0,CM
6875,Hispanic,Male,1,0,0,0,0,0,1,HM
6876,Hispanic,Male,1,0,0,0,0,1,0,HM
6877,African-American,Male,2,0,0,0,1,1,1,AM
6878,Hispanic,Male,1,0,0,0,0,1,1,HM
6879,African-American,Male,0,0,0,0,0,0,0,AM
6880,Caucasian,Male,1,0,0,0,0,0,0,CM
6881,Caucasian,Male,2,0,0,0,0,0,0,CM
6882,Caucasian,Male,2,0,0,0,1,1,1,CM
6883,Caucasian,Female,0,0,0,0,0,0,0,CF
6884,Caucasian,Male,1,0,0,0,0,1,1,CM
6885,Caucasian,Male,1,0,0,0,0,0,0,CM
6886,Hispanic,Female,1,0,1,1,1,1,0,HF
6887,Minority,Male,2,0,0,0,0,0,0,MM
6888,African-American,Female,0,0,0,0,0,0,1,AF
6889,Minority,Male,0,0,0,0,0,1,1,MM
6890,Caucasian,Female,2,0,0,0,0,1,0,CF
6891,Caucasian,Female,1,0,0,0,0,1,1,CF
6892,African-American,Male,1,0,1,1,1,1,1,AM
6893,Caucasian,Male,1,0,0,0,0,1,0,CM
6894,African-American,Male,0,0,0,0,0,1,0,AM
6895,African-American,Male,1,0,1,0,1,1,1,AM
6896,Caucasian,Male,1,0,0,0,0,1,0,CM
6897,African-American,Male,1,0,1,0,0,1,0,AM
6898,Caucasian,Male,1,0,0,0,0,1,0,CM
6899,African-American,Male,1,0,0,0,0,0,1,AM
6900,African-American,Male,1,0,0,0,1,1,1,AM
6901,Caucasian,Female,1,0,0,0,0,1,0,CF
6902,Caucasian,Male,0,0,0,0,0,1,0,CM
